date,open,high,low,close,volume
2018-09-24 00:00:00-04:00,51.913950913122974,52.97703212734235,51.86845798311957,52.864498138427734,110773600
2018-09-25 00:00:00-04:00,52.61548518556951,53.350547414861985,52.60351278589262,53.199703216552734,98217600
2018-09-26 00:00:00-04:00,52.914792708012804,53.57323469872337,52.6178939133179,52.77592086791992,95938800
2018-09-27 00:00:00-04:00,53.58998124570046,54.21729553664549,53.52293653763814,53.860538482666016,120724800
2018-09-28 00:00:00-04:00,53.82222562236386,54.07363139149854,53.63786455799994,54.04969024658203,91717600
2018-10-01 00:00:00-04:00,54.57885254335011,54.93081999646447,54.195761227034495,54.41364288330078,94403200
2018-10-02 00:00:00-04:00,54.411235988873756,55.069677788519094,54.26278846133475,54.89728546142578,99152800
2018-10-03 00:00:00-04:00,55.08165871770571,55.90052057146818,55.01701067166908,55.56531524658203,114619200
2018-10-04 00:00:00-04:00,55.25644229170328,55.632354500591056,54.28673624657631,54.58842468261719,128168000
2018-10-05 00:00:00-04:00,54.58125005598052,54.68899437618167,52.814230052209645,53.7025260925293,134322000
2018-10-08 00:00:00-04:00,53.204502632448126,53.8246343223534,52.7232391130957,53.57801818847656,118655600
2018-10-09 00:00:00-04:00,53.546886406406784,54.416030833365944,53.214074120475765,54.320255279541016,107564000
2018-10-10 00:00:00-04:00,53.98266345234966,54.19575906174154,51.729593969291834,51.80381774902344,167962400
2018-10-11 00:00:00-04:00,51.36325104333737,52.55562828393942,50.83649832425939,51.34648895263672,212497600
2018-10-12 00:00:00-04:00,52.775921756530586,53.36492966384435,51.918749548502696,53.180564880371094,161351600
2018-10-15 00:00:00-04:00,52.95310657462314,53.113526559509594,52.02171053173836,52.04325866699219,123164000
2018-10-16 00:00:00-04:00,52.419152486460675,53.391255158964526,51.89958244709317,53.190128326416016,116736000
2018-10-17 00:00:00-04:00,53.22605262754539,53.307459117537775,52.51732806179044,52.96028137207031,91541600
2018-10-18 00:00:00-04:00,52.16296875684217,52.61310478773411,50.99932210630619,51.722412109375,130325200
2018-10-19 00:00:00-04:00,52.21085529499513,52.97704157161473,52.060011058821885,52.51014709472656,132314800
2018-10-22 00:00:00-04:00,52.62507692233878,53.47985610150616,52.4215606797736,52.830989837646484,115168400
2018-10-23 00:00:00-04:00,51.676920705983356,53.45351642373383,51.406359744897955,53.329010009765625,155071200
2018-10-24 00:00:00-04:00,53.29788422544492,53.688158241113534,51.36804766561705,51.49973678588867,163702000
2018-10-25 00:00:00-04:00,52.12705312235473,53.00577336309675,51.89719542436962,52.62746810913086,119423200
2018-10-26 00:00:00-04:00,51.693672227474956,52.72084361165103,50.92030332911544,51.78944778442383,189033600
2018-10-29 00:00:00-04:00,52.48141389606441,52.60113061058494,49.34483451424084,50.817352294921875,183742000
2018-10-30 00:00:00-04:00,50.55637143919836,51.521287949144046,50.106239038150015,51.0711555480957,146640000
2018-10-31 00:00:00-04:00,51.92832001881637,52.78309540734717,51.866064992933794,52.40239715576172,153435600
